StartDate,ExitDate,Title,Supervisor,BusinessUnit,EmployeeStatus,EmployeeType,PayZone,EmployeeClassificationType,TerminationType,TerminationDescription,DepartmentType,Division,DOB,State,JobFunctionDescription,GenderCode,LocationCode,RaceDesc,MaritalDesc,Performance Score,Current Employee Rating,Employee ID,Survey Date,Engagement Score,Satisfaction Score,Work-Life Balance Score,Training Date,Training Program Name,Training Type,Training Outcome,Location,Trainer,Training Duration(Days),Training Cost,Attrition
2018-09-12,2020-07-11,Production Technician I,Elizabeth Ray,MSC,Active,Part-Time,Zone A,Part-Time,Involuntary,Despite expect democratic then affect toward.,Production       ,Underground,1991-10-08,MA,Labor,Female,19006,Other,Divorced,Exceeds,1,2136,2023-02-18,2,2,2,2022-11-28,Communication Skills,Internal,Incomplete,New William,Joy Meyers,1,659.25,True
2022-12-31,2023-01-15,Production Technician II,Joseph Guerra,CCDR,Future Start,Contract,Zone B,Full-Time,Involuntary,Fight perhaps along western.,Production       ,General - Con,1962-02-21,MA,Laborer,Female,53948,Black,Married,Exceeds,5,2137,2022-10-14,1,3,3,2023-04-01,Technical Skills,External,Completed,Staceyborough,Thomas Castillo,1,187.31,True
2021-11-04,2023-06-10,Production Technician II,Charles Castillo,EW,Active,Contract,Zone C,Temporary,Involuntary,Direction garden particularly trial.,Production       ,Project Management - Con,1966-08-11,MA,Evp,Female,69346,Hispanic,Divorced,Exceeds,2,2138,2022-08-22,1,5,2,2022-08-17,Project Management,Internal,Completed,Russellstad,Rachael Hoffman,3,282.21,True
2020-05-05,,Production Technician II,Laura Fernandez,MSC,Active,Part-Time,Zone B,Full-Time,Unk,,Production       ,Aerial,1968-03-30,MA,Laborer,Female,3763,White,Widowed,Exceeds,2,2139,2023-05-05,1,4,4,2023-05-21,Technical Skills,Internal,Passed,Matthewfurt,Kevin Navarro,2,935.49,False
2020-12-08,,Production Technician II,Christine Bryant,NEL,Active,Contract,Zone A,Part-Time,Unk,,Production       ,Engineers,1969-08-22,MA,Supervisor,Female,74489,Black,Widowed,Exceeds,2,2140,2023-05-11,4,5,4,2023-04-27,Project Management,External,Completed,Kayleemouth,Laura Burns,3,264.84,False
2018-09-29,2023-05-20,Production Technician II,Andrea Simmons,PL,Active,Contract,Zone C,Full-Time,Resignation,Many with summer.,Production       ,Aerial,1946-07-25,MA,Foreman,Female,73814,Hispanic,Married,Exceeds,2,2141,2022-11-14,2,3,3,2023-06-07,Customer Service,Internal,Completed,East Melissa,Louis Mccall,1,619.72,True
2020-01-09,2020-11-02,Production Technician II,Jill Hubbard,PYZ,Active,Contract,Zone A,Temporary,Involuntary,Often his world its threat last.,Production       ,Engineers,1965-01-25,MA,Engineer,Female,40697,Other,Widowed,Exceeds,2,2142,2023-05-06,2,5,1,2023-01-11,Leadership Development,Internal,Failed,West Christine,Michael Fletcher,3,248.83,True
2020-07-01,2022-10-31,Production Technician II,Jessica Morales,SVG,Future Start,Contract,Zone A,Temporary,Involuntary,Gas group whose within step clear choose.,Production       ,Yard (Material Handling),1994-01-25,MA,Coordinator,Female,46121,Asian,Divorced,Exceeds,1,2143,2022-12-14,2,1,1,2022-08-11,Communication Skills,Internal,Incomplete,New Caitlynburgh,Susan Compton,2,322.33,True
2022-08-25,,Production Technician II,Matthew Valdez,TNS,Active,Full-Time,Zone B,Temporary,Unk,,Production       ,Field Operations,1998-01-28,MA,Laborer,Female,80572,Hispanic,Divorced,Exceeds,2,2144,2023-06-09,2,5,4,2023-01-26,Communication Skills,Internal,Completed,Lake Jamesside,Chad Taylor,4,474.09,False
2019-02-27,,Production Technician II,Alex Price,WBL,Active,Full-Time,Zone A,Full-Time,Unk,,Production       ,General - Sga,1989-10-04,MA,Coordinator,Female,58886,Other,Divorced,Exceeds,1,2145,2023-05-19,3,3,5,2022-12-05,Project Management,External,Failed,South Davidstad,Deborah Reed,4,251.83,False
2019-12-25,2023-06-04,Production Technician I,Jerry Peters,MSC,Voluntarily Terminated,Full-Time,Zone A,Temporary,Resignation,Line close that rich.,Production       ,Splicing,1943-11-03,MA,Model Assistant,Female,73772,Other,Divorced,Exceeds,2,2146,2023-02-24,3,1,1,2023-03-09,Leadership Development,External,Completed,Lake Leontown,Jill Gibson,1,386.89,True
2020-08-14,2021-10-27,Production Technician I,Jessica Myers,NEL,Active,Contract,Zone B,Temporary,Involuntary,Gas also suffer air support size make.,Production       ,Aerial,1981-11-06,MA,Lineman,Female,80599,Hispanic,Divorced,Exceeds,4,2147,2022-11-03,2,1,2,2023-01-25,Technical Skills,External,Passed,Sheltonburgh,Edwin Valencia,3,535.19,True
2021-07-30,,Production Technician I,Andrea Morales,PL,Active,Full-Time,Zone A,Full-Time,Unk,,Production       ,Splicing,1949-04-21,MA,Splicer,Female,75427,Black,Widowed,Exceeds,5,2148,2023-06-12,1,1,2,2023-04-16,Communication Skills,Internal,Passed,East Kerryside,Benjamin Wilson,1,409.66,False
2021-05-02,2023-06-27,Production Technician I,Charles Williams,PYZ,Voluntarily Terminated,Full-Time,Zone A,Temporary,Involuntary,Development produce health drop should.,Production       ,Project Management - Con,1997-03-26,MA,Coordinator,Female,90636,White,Single,Exceeds,5,2149,2023-05-21,5,3,5,2023-05-08,Technical Skills,Internal,Failed,Brooketon,Joseph Taylor,2,747.63,True
2023-01-21,2023-03-29,Production Technician I,Eric Rivera,SVG,Active,Full-Time,Zone B,Full-Time,Voluntary,Onto brother heavy this job.,Production       ,Splicing,1971-10-06,MA,Splicer,Female,73850,Asian,Widowed,Exceeds,5,2150,2022-11-26,2,1,1,2023-08-03,Project Management,External,Incomplete,Port Jameshaven,Benjamin Thompson,3,794.12,True
2021-01-20,2023-06-27,Production Technician I,Jimmy Watkins,TNS,Active,Contract,Zone B,Temporary,Involuntary,Cut mind yard third.,Production       ,Fielders,1950-12-05,MA,Engineer,Female,47622,Hispanic,Married,Exceeds,1,2151,2023-04-11,4,4,4,2023-03-10,Leadership Development,External,Failed,Tracyberg,Dawn Lara,3,845.94,True
2020-10-07,,Production Technician I,Keith Odonnell,WBL,Active,Part-Time,Zone C,Temporary,Unk,,Production       ,Engineers,1956-01-07,MA,Project Manager,Female,70069,White,Widowed,Exceeds,2,2152,2023-03-30,3,1,4,2022-10-15,Communication Skills,External,Completed,Connerstad,Michael May,4,606.89,False
2019-06-15,,Production Technician I,Isaiah Giles,BPC,Active,Contract,Zone C,Part-Time,Unk,,Production       ,Project Management - Con,1944-09-10,MA,Model Assistant,Female,58613,Other,Married,Exceeds,4,2153,2023-01-19,3,5,3,2023-02-24,Customer Service,Internal,Completed,Justinview,Jeremy Robinson,2,190.07,False
2022-04-28,,Production Technician I,Steven Mccarthy,CCDR,Active,Part-Time,Zone A,Temporary,Unk,,Production       ,Field Operations,1975-09-08,MA,Driller,Male,3793,Other,Married,Exceeds,4,2154,2023-05-18,1,3,2,2023-03-11,Project Management,External,Failed,Johnsonfurt,Patricia Spencer,4,795.38,False
2019-06-29,2023-02-19,Production Technician I,Jesse Montoya,EW,Voluntarily Terminated,Part-Time,Zone B,Full-Time,Resignation,See take music any idea same military.,Production       ,Finance & Accounting,1942-02-24,MA,Coordinator,Female,72455,Other,Single,Exceeds,4,2155,2023-03-13,1,2,4,2023-03-21,Customer Service,Internal,Passed,West Rebecca,Sarah Edwards,1,972.82,True
2018-09-11,2020-03-14,Production Technician I,Melissa Glass,MSC,Active,Part-Time,Zone B,Temporary,Voluntary,Over still care thought to.,Production       ,Executive,1989-01-29,MA,Manager,Female,94916,Black,Widowed,Exceeds,3,2156,2023-03-03,5,1,3,2023-01-19,Customer Service,Internal,Failed,Jenniferville,Paige Duncan,2,763.44,True
2020-05-15,2021-12-22,Production Technician I,Heather Swanson,NEL,Active,Contract,Zone A,Full-Time,Retirement,West run alone address week wear.,Production       ,General - Sga,1950-02-02,MA,Assistant,Female,1687,Asian,Married,Exceeds,4,2157,2022-12-10,4,2,5,2022-10-02,Leadership Development,Internal,Incomplete,East Bernard,Maurice Gonzales,1,152.69,True
2023-02-23,,Production Technician I,Scott Baker,PL,Active,Full-Time,Zone B,Full-Time,Unk,,Production       ,Field Operations,1962-07-07,MA,Foreman,Female,54978,White,Married,Exceeds,3,2158,2023-01-04,2,4,3,2023-04-06,Communication Skills,External,Failed,Johnsonmouth,Jaime Brown,1,989.3,False
2021-03-23,2022-03-22,Production Technician I,James Medina,PYZ,Active,Full-Time,Zone C,Temporary,Resignation,Major actually hot cell.,Production       ,Aerial,1983-05-31,MA,Lineman,Female,73141,White,Widowed,Exceeds,5,2159,2022-09-20,1,1,1,2023-01-24,Customer Service,External,Completed,East Debra,Scott Mathis,3,833.52,True
2022-11-07,2023-04-06,Production Technician I,Tyler Sexton,SVG,Active,Full-Time,Zone A,Part-Time,Involuntary,Glass agree upon picture that production.,Production       ,General - Con,1988-05-22,MA,Laborer,Female,5804,Other,Married,Exceeds,3,2160,2023-01-20,1,1,5,2023-06-16,Customer Service,Internal,Completed,South Matthewhaven,Mr. Dustin Miranda MD,5,329.65,True
2021-05-19,,Production Technician I,Karen Frank,TNS,Active,Contract,Zone C,Full-Time,Unk,,Production       ,Project Management - Con,1951-05-26,MA,Engineer,Female,61393,Asian,Single,Exceeds,3,2161,2023-05-27,1,4,3,2022-09-29,Communication Skills,Internal,Completed,New Joseph,Bradley Ferguson,1,443.04,False
2021-01-02,,Production Technician II,Emily Mills,WBL,Active,Full-Time,Zone B,Temporary,Unk,,Production       ,Project Management - Con,1970-04-05,MA,Project Manager,Female,53999,Asian,Married,Exceeds,3,2162,2023-02-17,3,5,4,2023-06-03,Project Management,External,Incomplete,Lyonsview,Theresa Grant,5,136.81,False
2019-03-26,,Production Technician II,Anna Garcia,NEL,Active,Contract,Zone B,Full-Time,Unk,,Production       ,General - Sga,1966-11-19,MA,Lineman,Female,32240,White,Married,Exceeds,1,2163,2023-01-12,5,5,4,2023-01-19,Communication Skills,Internal,Failed,Townsendshire,Molly Bush,3,665.2,False
2020-09-28,,Production Technician II,Jennifer Moore,PL,Active,Part-Time,Zone C,Full-Time,Unk,,Production       ,General - Eng,1950-07-27,MA,Technician,Female,95333,Black,Divorced,Exceeds,3,2164,2022-12-09,3,1,3,2023-06-11,Technical Skills,Internal,Incomplete,Alvaradomouth,Calvin Johnson,2,978.55,False
2019-03-16,2020-04-26,Production Technician II,Tracey Cox,BPC,Active,Contract,Zone C,Full-Time,Involuntary,Line know television.,Production       ,Field Operations,1948-02-06,MA,Laborer,Female,26451,Asian,Divorced,Exceeds,3,2165,2022-10-28,5,3,3,2023-07-23,Project Management,External,Failed,East Ray,William Bell,4,652.57,True
2019-03-20,,Production Technician II,Michelle Kennedy,CCDR,Active,Contract,Zone B,Part-Time,Unk,,Production       ,Field Operations,1997-09-09,MA,Operator,Female,7438,Asian,Widowed,Exceeds,3,2166,2023-01-16,2,2,1,2022-10-02,Technical Skills,External,Passed,New Mark,Nancy Park,2,953.59,False
2018-12-30,2020-08-10,Production Technician II,Theresa Olson,SVG,Future Start,Part-Time,Zone B,Temporary,Voluntary,Maintain race expert cost continue store.,Production       ,Technology / It,1991-11-27,MA,Administrator,Female,5348,Hispanic,Divorced,Exceeds,3,2167,2022-09-03,2,4,2,2023-03-28,Leadership Development,External,Completed,Andreamouth,David Cooper,5,163.17,True
2018-08-08,,Production Technician II,Denise Roach,EW,Active,Part-Time,Zone B,Full-Time,Unk,,Production       ,Field Operations,1995-01-16,MA,Technician,Female,26000,Black,Divorced,Exceeds,3,2168,2023-01-08,5,1,4,2023-08-01,Customer Service,Internal,Incomplete,New Angelafort,Douglas Harris,2,851.51,False
2020-07-04,2022-05-11,Production Technician II,Sarah Harrison,MSC,Active,Full-Time,Zone A,Full-Time,Retirement,Method suggest leave process deep tough seek.,Production       ,General - Con,1995-12-26,MA,Flagger,Female,81396,Black,Widowed,Exceeds,3,2169,2023-04-18,5,2,4,2023-03-17,Customer Service,External,Failed,Kingshire,Danielle Valdez,1,200.13,True
2023-01-29,,Production Technician I,Shawn Prince,PL,Active,Full-Time,Zone C,Part-Time,Unk,,Production       ,Wireline Construction,1950-06-17,MA,Billing,Female,65842,Black,Widowed,Exceeds,3,2170,2023-01-30,1,5,2,2023-03-14,Leadership Development,External,Completed,Richardhaven,Thomas Cunningham,2,347.4,False
2021-08-09,2022-05-27,Production Technician I,Nicholas Ho,BPC,Active,Full-Time,Zone A,Part-Time,Resignation,Change lose be mention blue rise society.,Production       ,Executive,1992-02-11,MA,Executive Assistant,Female,34460,Hispanic,Married,Exceeds,3,2171,2023-03-16,1,3,2,2023-06-19,Communication Skills,External,Passed,Chapmanfurt,Loretta Hunter,3,243.07,True
2021-05-16,2023-06-30,Production Technician I,Jennifer Collins,CCDR,Voluntarily Terminated,Part-Time,Zone C,Temporary,Retirement,Cost he international center head.,Production       ,Field Operations,1994-06-01,MA,Laborer,Female,84884,Other,Single,Exceeds,3,2172,2023-03-17,2,4,1,2023-06-23,Project Management,External,Incomplete,Rosemouth,Amanda Kelly,2,198.08,True
2021-08-14,2021-10-08,Production Technician I,Ryan Armstrong,SVG,Voluntarily Terminated,Contract,Zone A,Part-Time,Retirement,Others pull establish maintain dark at.,Production       ,Engineers,1987-10-04,MA,Engineer,Female,6115,Asian,Divorced,Exceeds,3,2173,2023-02-13,1,4,3,2023-04-18,Technical Skills,External,Completed,Jessebury,Alexander Harris,5,372.55,True
2022-02-08,,Production Technician I,Mark Moore,EW,Active,Full-Time,Zone B,Temporary,Unk,,Production       ,General - Eng,1970-12-29,MA,Coordinator,Female,6918,Black,Married,Exceeds,3,2174,2022-12-25,1,1,5,2022-11-13,Technical Skills,External,Incomplete,Hernandezport,Thomas Elliott,2,446.22,False
2019-12-16,2020-06-21,Production Technician I,Julia Mitchell,MSC,Active,Contract,Zone C,Temporary,Voluntary,Somebody include mention staff determine.,Production       ,Field Operations,1987-10-02,MA,Technician,Female,71740,Hispanic,Widowed,Exceeds,2,2175,2023-03-16,1,3,3,2023-02-22,Communication Skills,External,Completed,East Maria,Charles Rush,2,512.6,True
2021-10-07,,Production Technician I,Theresa Welch,TNS,Active,Full-Time,Zone B,Full-Time,Unk,,Production       ,Field Operations,1988-12-22,MA,Foreman,Female,4056,Asian,Married,Exceeds,2,2176,2023-04-29,2,1,1,2023-04-19,Communication Skills,External,Completed,Bennettchester,Michael Montgomery,5,357.52,False
2020-12-23,,Production Technician I,Nicholas Robertson,PYZ,Active,Full-Time,Zone A,Full-Time,Unk,,Production       ,Catv,1951-09-02,MA,Supervisor,Male,35807,Asian,Single,PIP,4,2177,2022-10-17,4,2,1,2023-07-07,Customer Service,External,Passed,Amberhaven,Christina Nguyen,4,616.66,False
2022-11-01,,Production Technician I,Amy Hinton,WBL,Active,Contract,Zone B,Part-Time,Unk,,Production       ,Fielders,1990-08-30,MA,Engineer,Female,86281,Hispanic,Married,PIP,4,2178,2022-09-11,4,1,5,2023-05-08,Communication Skills,Internal,Completed,Lindseyville,John Lowe,5,368.55,False
2022-10-28,2023-05-27,Production Technician I,Christopher Gardner,NEL,Voluntarily Terminated,Contract,Zone B,Full-Time,Retirement,Tree read security individual.,Production       ,Project Management - Con,1996-01-04,MA,Supervisor,Female,28181,Black,Widowed,PIP,4,2179,2023-06-16,1,3,1,2022-09-08,Leadership Development,External,Passed,Andersonport,Shannon Norman,4,937.57,True
2018-11-03,2023-05-03,Production Technician I,Elizabeth Koch,PL,Active,Full-Time,Zone A,Full-Time,Resignation,Cultural later per thank.,Production       ,Field Operations,1980-08-10,MA,Technician,Female,74027,Hispanic,Widowed,PIP,5,2180,2023-05-29,4,4,4,2023-02-05,Technical Skills,External,Incomplete,West Danielland,Daniel Bennett,4,706.08,True
2019-03-05,2020-03-16,Production Technician I,Nathaniel Harvey,BPC,Active,Contract,Zone A,Temporary,Resignation,Every maybe feel court.,Production       ,Field Operations,1991-08-13,MA,Foreman,Female,94011,Black,Single,PIP,5,2181,2023-02-04,2,1,4,2023-06-28,Communication Skills,Internal,Incomplete,East Arthurtown,Brendan Francis,2,542.94,True
2021-03-14,,Production Technician I,Sharon Thompson,CCDR,Active,Full-Time,Zone A,Part-Time,Unk,,Production       ,General - Eng,1992-01-20,MA,Engineer,Female,96129,Black,Widowed,Exceeds,4,2182,2023-04-12,1,1,2,2023-07-22,Communication Skills,External,Completed,Jenniferland,Steven Ingram,2,105.18,False
2018-12-13,,Production Technician I,Vickie Garrett,SVG,Active,Contract,Zone C,Full-Time,Unk,,Production       ,Finance & Accounting,1949-09-12,MA,Manager,Female,81415,White,Divorced,Exceeds,5,2183,2022-12-13,4,4,2,2023-04-23,Communication Skills,External,Completed,North Vanessaland,Jasmine Parks,3,287.3,False
2021-09-05,2023-03-31,Production Technician I,Jeremy Ritter,EW,Active,Full-Time,Zone C,Part-Time,Retirement,Line operation form notice.,Production       ,Aerial,1984-02-20,MA,Laborer,Female,22258,Other,Divorced,Exceeds,2,2184,2023-03-09,2,4,4,2022-09-25,Communication Skills,External,Failed,Maynardfort,Summer Brown,3,661.36,True
2020-05-17,2022-02-18,Production Technician II,Todd Henson,WBL,Voluntarily Terminated,Contract,Zone A,Full-Time,Involuntary,Lawyer her author poor. Person determine before.,Production       ,Aerial,1959-04-21,MA,Groundman,Female,13138,Asian,Single,Exceeds,5,2185,2022-11-07,4,5,5,2023-08-01,Customer Service,Internal,Incomplete,East Carrie,David Ruiz,5,220.95,True
2023-03-03,2023-03-23,Production Technician II,Nathan Bush,NEL,Active,Part-Time,Zone A,Temporary,Voluntary,Speech street suggest call edge.,Production       ,Field Operations,1997-05-17,MA,Technician,Male,74447,Hispanic,Married,Exceeds,1,2186,2022-09-17,4,1,1,2022-09-21,Leadership Development,External,Failed,West Michael,Kari Davis,5,747.61,True
2020-02-28,,Production Technician II,Erica Wilson,PL,Active,Part-Time,Zone B,Full-Time,Unk,,Production       ,Engineers,1998-01-26,MA,Program Manager,Female,31571,Hispanic,Married,Exceeds,5,2187,2023-01-14,2,1,5,2023-06-07,Communication Skills,Internal,Completed,Gilesstad,Christopher Maxwell,1,575.77,False
2021-02-11,2023-06-28,Production Technician II,Patrick Garner,BPC,Active,Part-Time,Zone A,Part-Time,Involuntary,Minute accept the must.,Production       ,Field Operations,1965-02-21,MA,Laborer,Female,1509,Black,Married,Exceeds,2,2188,2023-01-25,5,4,2,2023-06-17,Leadership Development,Internal,Incomplete,Lake Veronicabury,Monica Fox,2,754.8,True
2019-01-25,,Production Technician II,Daniel Mullins,CCDR,Active,Part-Time,Zone B,Temporary,Unk,,Production       ,Shop (Fleet),1944-07-04,MA,Shop,Female,15861,White,Divorced,Needs Improvement,5,2189,2022-08-19,1,2,4,2022-11-28,Customer Service,External,Passed,Lake Scott,Seth Rice,2,585.65,False
2023-04-25,2023-06-15,Production Technician II,Steven Kennedy,SVG,Active,Part-Time,Zone C,Full-Time,Voluntary,Ago determine fact itself. Act employee but.,Production       ,General - Con,1985-01-20,MA,Laborer,Female,46637,Asian,Single,Needs Improvement,5,2190,2023-03-31,5,2,3,2023-04-29,Technical Skills,Internal,Completed,Lake Elizabeth,Patricia King,2,623.98,True
2021-02-14,2023-04-19,Production Technician II,Joshua Nguyen,EW,Active,Contract,Zone C,Part-Time,Retirement,Kid oil news part.,Production       ,Engineers,1971-11-19,MA,Engineer,Female,47342,Asian,Married,Needs Improvement,5,2191,2023-04-11,2,2,3,2023-05-13,Communication Skills,Internal,Failed,Smithside,Ronald Jackson,3,774.02,True
2020-10-07,2023-01-18,Production Technician II,Robert Wallace,MSC,Active,Part-Time,Zone C,Part-Time,Voluntary,Economy instead sense.,Production       ,General - Con,1945-06-29,MA,Administration,Female,41219,Black,Divorced,Needs Improvement,1,2192,2022-12-26,5,3,4,2022-10-02,Leadership Development,External,Completed,New Edwinville,Billy Kelly,4,866.14,True
2019-02-28,2023-06-01,Production Technician I,Carol Ingram,NEL,Voluntarily Terminated,Part-Time,Zone A,Part-Time,Involuntary,Design and respond dog true knowledge.,Production       ,Field Operations,1963-08-01,MA,Laborer,Male,67704,White,Married,Needs Improvement,4,2193,2023-07-10,2,2,3,2023-07-16,Technical Skills,External,Incomplete,Nelsonport,Eric Jarvis,2,704.42,True
2019-07-27,,Production Technician I,Deanna Diaz,PL,Active,Full-Time,Zone B,Temporary,Unk,,Production       ,Field Operations,1992-02-18,MA,Laborer,Female,57434,Other,Widowed,Needs Improvement,2,2194,2022-10-02,1,4,1,2023-03-08,Customer Service,External,Incomplete,North Suzanne,Joseph Bell,5,164.41,False
2023-06-02,2023-07-07,Production Technician I,Traci Dillon,BPC,Active,Contract,Zone C,Part-Time,Voluntary,Popular but sort training region everybody.,Production       ,Underground,1954-10-31,MA,Laborer,Female,46366,Black,Single,Needs Improvement,2,2195,2022-11-30,1,5,1,2023-05-08,Project Management,External,Failed,East Matthew,Traci Costa,3,559.87,True
2022-11-14,2023-01-04,Production Technician I,Steven Valdez,CCDR,Voluntarily Terminated,Full-Time,Zone A,Full-Time,Resignation,Part not culture news. Here enter must.,Production       ,Underground,1983-06-25,MA,Operator,Male,15989,White,Single,Needs Improvement,5,2196,2023-08-01,5,2,3,2022-12-10,Technical Skills,External,Completed,Carrborough,Christine Cook,2,572.11,True
2018-08-22,2021-11-10,Production Technician I,Tamara Humphrey,SVG,Voluntarily Terminated,Contract,Zone C,Full-Time,Involuntary,Two job continue often public often.,Production       ,Wireline Construction,1983-04-12,MA,Operator,Female,77437,Asian,Divorced,Needs Improvement,4,2197,2023-04-15,2,3,1,2023-03-17,Technical Skills,External,Passed,Lake Jameschester,Harry Gibson,2,724.83,True
2022-12-15,2022-12-29,Production Technician I,Joseph Bell,EW,Active,Contract,Zone B,Temporary,Retirement,Friend country free.,Production       ,Field Operations,1963-07-01,MA,Driver,Female,63184,White,Single,Exceeds,1,2198,2023-07-13,2,4,2,2022-08-14,Leadership Development,Internal,Failed,Deanland,Melissa Perkins,5,198.35,True
2020-05-31,,Production Technician I,Catherine Spencer,MSC,Active,Full-Time,Zone C,Full-Time,Unk,,Production       ,General - Con,1977-07-10,MA,Manager,Female,15120,White,Divorced,Exceeds,4,2199,2023-06-03,4,3,4,2023-06-19,Project Management,External,Passed,West Angelabury,Samuel Henry,3,142.7,False
2022-07-19,,Production Technician I,Raven Jackson,TNS,Active,Contract,Zone A,Full-Time,Unk,,Production       ,Field Operations,1954-03-15,MA,Laborer,Female,4751,Asian,Single,Exceeds,4,2200,2022-12-16,3,1,5,2023-03-29,Project Management,External,Incomplete,South Jamesburgh,Betty Cox,2,910.99,False
2020-07-01,,Production Technician I,Linda Mills,PYZ,Active,Contract,Zone C,Part-Time,Unk,,Production       ,Project Management - Con,1990-06-27,MA,Technician,Male,37225,Other,Married,Exceeds,2,2201,2023-06-24,5,1,5,2023-03-15,Leadership Development,Internal,Completed,Jamesshire,Nathan Williams,4,863.83,False
2020-11-18,,Production Technician I,Sandra Hawkins,WBL,Active,Contract,Zone A,Part-Time,Unk,,Production       ,Project Management - Con,1969-01-01,MA,Project Manager,Female,92017,Asian,Married,Exceeds,4,2202,2023-06-24,5,4,5,2022-09-08,Customer Service,Internal,Completed,New Bobbyville,Andrea Beck,4,606.57,False
2020-02-29,2021-05-20,Production Technician I,Richard Jones,NEL,Voluntarily Terminated,Contract,Zone A,Part-Time,Involuntary,Together three executive compare.,Production       ,General - Con,1986-04-05,MA,Technician,Female,42742,Asian,Married,Exceeds,1,2203,2022-08-29,1,4,1,2022-12-14,Technical Skills,External,Incomplete,West Markside,Raymond Chavez,2,333.27,True
2021-09-24,2022-01-28,Production Technician I,Lee Crawford,PL,Active,Part-Time,Zone B,Part-Time,Retirement,Natural event religious during article total.,Production       ,Shop (Fleet),1984-10-23,MA,Supervisor,Female,58905,Other,Divorced,Needs Improvement,2,2204,2022-10-01,5,2,3,2022-11-27,Customer Service,Internal,Passed,Davidhaven,Matthew Lee,3,284.05,True
2022-04-13,2023-07-30,Production Technician I,Jason Boyd,BPC,Active,Full-Time,Zone B,Full-Time,Involuntary,Article machine reflect land lose simply medical.,Production       ,General - Sga,1944-01-13,MA,Administrator,Female,32235,Black,Divorced,Needs Improvement,4,2205,2022-09-05,2,3,5,2023-06-23,Leadership Development,Internal,Incomplete,Bryanville,Mitchell Rogers,1,271.69,True
2022-10-25,,Production Technician I,Tracey Scott,CCDR,Active,Contract,Zone A,Temporary,Unk,,Production       ,Field Operations,1942-01-09,MA,Tower Hand,Female,40461,Other,Widowed,Needs Improvement,5,2206,2022-08-24,2,4,3,2022-09-16,Technical Skills,Internal,Completed,Dustinside,Elizabeth Fischer,3,274.22,False
2021-01-27,,Production Technician I,Juan Owens,SVG,Active,Full-Time,Zone C,Full-Time,Unk,,Production       ,Field Operations,1953-06-06,MA,Welder,Female,97669,Black,Divorced,Needs Improvement,5,2207,2023-03-29,3,3,1,2023-06-26,Project Management,External,Incomplete,Jonesstad,Christine Stevens,1,448.93,False
2018-09-21,,IT Support,Keith Fisher,WBL,Active,Full-Time,Zone B,Full-Time,Unk,,IT/IS,Fielders,1948-10-20,CT,Technician,Female,6040,Other,Married,Needs Improvement,5,2208,2023-03-07,5,3,3,2022-09-02,Technical Skills,Internal,Incomplete,Marthamouth,Susan Shelton,3,907.13,False
2020-04-14,,IT Support,Aaron Ramos,PYZ,Active,Part-Time,Zone C,Part-Time,Unk,,IT/IS,Wireline Construction,2000-08-30,MA,Groundman,Male,2170,Black,Widowed,Needs Improvement,5,2209,2023-04-01,2,2,5,2022-11-02,Technical Skills,External,Completed,Richardsville,David Anderson,3,545.69,False
2021-05-31,2022-10-31,IT Support,Kimberly Frazier,PL,Active,Part-Time,Zone C,Temporary,Resignation,Quite able race more friend voice choice.,IT/IS,Wireline Construction,1965-02-12,MA,Vp,Female,2360,Black,Single,Exceeds,4,2210,2023-01-09,1,5,3,2023-07-17,Technical Skills,Internal,Completed,Schmittbury,Charles Garner,5,220.14,True
2020-04-10,,IT Support,Matthew Wood,WBL,Active,Contract,Zone C,Temporary,Unk,,IT/IS,Field Operations,1971-08-24,CT,Administrator,Female,6070,White,Married,Exceeds,5,2211,2023-02-01,1,5,3,2022-11-21,Leadership Development,External,Completed,North Sonyatown,James Fox,3,906.62,False
2022-07-03,2023-03-22,IT Support,Amber Hoffman,MSC,Active,Full-Time,Zone C,Part-Time,Involuntary,Possible shake fall type discover expert.,IT/IS,Field Operations,1991-05-11,MA,Cfo,Female,74179,White,Widowed,Exceeds,1,2212,2023-07-26,4,1,5,2023-07-19,Technical Skills,Internal,Incomplete,Frankside,David Flores,1,160.81,True
2023-03-15,2023-05-10,IT Support,David Kennedy,EW,Active,Part-Time,Zone A,Full-Time,Retirement,You suggest area.,IT/IS,Shop (Fleet),1965-09-03,MA,Shop,Female,8415,Asian,Married,Exceeds,5,2213,2023-05-05,1,4,2,2023-04-09,Technical Skills,Internal,Passed,North Benjamin,Lindsey Warner,1,196.03,True
2021-07-29,2022-08-12,IT Support,Amber Johnson,CCDR,Active,Contract,Zone C,Full-Time,Resignation,Religious far child break thought watch.,IT/IS,Field Operations,1951-10-22,MA,Tower Hand,Female,8196,Black,Married,Exceeds,4,2214,2023-02-26,1,1,5,2023-03-16,Leadership Development,Internal,Passed,Emilyview,Lori Stout,4,973.62,True
2022-02-05,2023-01-13,IT Support,Susan Kelly,BPC,Active,Contract,Zone B,Temporary,Resignation,Ten when myself hit off.,IT/IS,Engineers,1962-12-17,MA,Engineer,Female,95814,Asian,Divorced,Exceeds,1,2215,2023-04-24,1,5,5,2022-09-30,Customer Service,External,Failed,East Donnahaven,Andrea Rodriguez,3,227.0,True
